lig_name,SMILE
KB7,CCNC(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)[nH+]c2=O
HQE,Oc1ccc(cc1)O
DB8,COc1cc2c(cc1OCCC[N@@H+]1CC[N@H+](CC1)C)ncc(c2Nc1cc(OC)c(cc1Cl)Cl)C#N
1N1,OCC[NH+]1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
A5B,COc1cccc(c1C1=NCc2c(c3c1cc(Cl)cc3)nc(nc2)Nc1ccc(c(c1)OC)C(=O)O)F
ZZL,Clc1ccc2c(c1)C(=NCc1c2nc(nc1)Nc1ccc(cc1)C(=O)O)c1c(F)cccc1F
L66,COc1ccccc1n1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1cc(O)ccc1C
P17,CSc1cccc(c1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
88Z,COc1cc2c(ccnc2cc1OCCC[NH+]1CCOCC1)Oc1ccc(cc1F)NC(=O)C1(CC1)C(=O)Nc1ccc(cc1)F
GV0,C[N@@H+]1CC[N@@H+](CC1)C1CCN(CC1)C(=O)Nc1nccc(c1)Oc1ccc(c(c1)F)NC(=O)C1(CC1)C(=O)Nc1ccc(cc1)F
8ZH,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)NC1CC[NH2+]CC1
8ZZ,F[C@@H]1C[NH2+]CC[C@H]1NC(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
92Q,O=C(c1cnc(s1)Nc1cccc(c1)C(=O)N[C@H]1CC[NH2+]C1)Nc1c(C)cccc1Cl
90E,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[NH2+]CC1(F)F
90W,O[C@@H]1CC[C@H](CC1)NC(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
90Z,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)NC1CC(C)(C)[N](=O)C(C1)(C)C
912,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[C@@](CC1)(C)O
91H,O=C(c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl)N[C@@H]1CC[C@H](CC1)C(=O)O
8ZT,O=C(c1cnc(s1)Nc1cc(cc(c1)N1CCOCC1)N1CCOCC1)Nc1c(C)cccc1Cl
90T,O=C(N1CC[C@@H](C1)C(=O)O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
91K,OC(=O)C[C@H]1CCN(C1)C(=O)c1cccc(c1)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
8ZK,CCc1cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(c1)C(=O)NC1CC[NH2+]CC1
8ZQ,O=C(c1cnc(s1)Nc1cc(cc(c1)c1ccccc1N)C(=O)NC1CC[NH2+]CC1)Nc1c(C)cccc1Cl
8ZW,O=C(c1cnc(s1)Nc1cc(cc(c1)S(=O)(=O)C)N1CCOCC1)Nc1c(C)cccc1Cl
DXH,Cc1ccc(cc1Nc1nc(nc2c1cnn2C)c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F
DWT,Cn1nc2c(c1)c(Nc1cc(ccc1C)C(=O)Nc1cccc(c1)C(F)(F)F)nc(n2)c1cccnc1
6BF,C[NH+]1CCN(CC1)c1ccc(cc1)n1ncc(c1)c1ccncc1OCC1CC[NH2+]CC1
HRG,NC(=[NH+]CCCC[C@@H](C(=O)O)[NH3+])N
R40,O=C(N[C@H](C(=O)O)CCCNC(=[NH2+])N)OCc1ccccc1
AR5,OC(=O)[C@@H](NC(=O)OC(C)(C)C)CCC[NH+]=C(N)N
AAG,CC(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N
6JY,OC(=O)[C@@H](NC(=O)c1ccccc1)CCCNC(=[NH2+])N
6K8,O=C(N[C@H](C(=O)O)CCCNC(=[NH2+])N)CNC(=O)c1ccccc1
DUE,[NH3+]Cc1ccc(cc1)c1cc2ccoc2c(c1)S(=O)(=O)Nc1ccsc1C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N
6C4,O=C(C1CCCC1)NCC1CCCC1
GSP,O[C@@H]1[C@@H](COP(OP(OP(S)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
60000000,O=C(c1ccnc(c1)c1nccc(c1)C(=O)O)NCCc1ccccc1
600000000,N#Cc1cnn2c1[nH]c(C)c(c2=O)C(C)C
6EN,OC(=O)c1ccncc1Nc1cn(c2c1cccn2)C
6EO,O=C(Nc1cnccc1C(=O)O)Cc1ccc(cc1)Cl
K0I,OC(=O)CCNc1cc(nc(n1)c1ccccn1)N1CCc2c(CC1)cccc2
6K5,OCC1(CCl)CN(C1)c1nc(nc(n1)c1cnc(cc1C(F)(F)F)N)N1CCOCC1
EDG,OC[C@@H]1[NH2+]C[C@@H]([C@H]1O)O
6P9,O=C(c1ccc(c(c1)Nc1ccccc1)C(=O)N1CCC(CC1)CC[NH+]1CCCC1)N1CCC(CC1)CC[NH+]1CCCC1
6PD,O=C(c1ccc(c(c1)Nc1ccc(cc1)OC[NH+]1CCCC1)C(=O)N1CCC(CC1)CC[NH+]1CCCC1)N1CCC(CC1)CC[NH+]1CCCC1
JC5,[NH3+]Cc1cc(OCCC[NH+]2Cc3c(C2)cccc3)c(c(c1)C[NH3+])OC
2OD,COc1cc2c(cc1OCCC[NH+]1CCCC1)NC(=[NH2+])C12CCC1
P4P,c1ccc(cc1)P(c1ccccc1)(c1ccccc1)c1ccccc1
RHQ,CCOC(=O)c1ccccc1C1c2cc(C)c(cc2Oc2c1cc(C)c(c2)NCC)NCC
6U6,OC(=O)CCc1nc2c(s1)ccc(c2)Cl
EYP,OC(=O)CCc1sc2c(n1)cc1c(c2)sc(n1)CCC(=O)O
EYA,OC(=O)CCc1nc2ccccc2c(=O)n1C
6UY,O=C([C@@H](c1ccccc1)OC(=O)c1nccnc1N)Nc1ccc(cc1)F
6ZV,CC[N@@H+]1CC[N@@H+](CC1)Cc1ccc(nc1)Nc1ncc(c(n1)c1cc(F)c2c(c1)n(C(C)C)c(n2)C)F
GOP,OC[C@H]([C@H]([C@@H]([C@H](C[NH2+][C@H](C(=O)O)CCC(=O)N)O)O)O)O
SNW,NC(=O)CC[C@@H](C(=O)O)[NH2+]C[C@@]1(O)OC[C@H]([C@H]([C@@H]1O)O)O
6U5,CCCCS(=O)(=O)Nc1ccc2c(c1)n(C)nc2
2AM,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)n1cnc2c1ncnc2N
KTS,CCCO[C@@H]1O[C@H]([C@@H]([C@H]1O)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H]([C@@H]([C@H]1O)O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)[C@@H](CO)O)O)[C@@H](CO)O
XI7,O=C(c1ccccc1)CC(=O)C(=O)O
76X,Nc1ncccc1N
7HG,CO[C@H]1/C=C/C=C/CCOC(=O)[C@@H]2CCCN([NH2+]2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([C@@H]([C@H]1C)OC)C)C(C)C)Cc1cccc(c1)O
78E,O=C1CCCC/C=C/C=C/CCOC(=O)[C@H]2[NH2+]N(C(=O)[C@@H](NC(=O)[C@@H](N1)C(C)C)Cc1cccc(c1)O)CCC2
78R,CO[C@@H]1CC/C=C/c2cccc(c2)COC(=O)[C@H]2[NH2+]N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1C)C(C)C)Cc1cccc(c1)O)CCC2
78X,CO[C@@H]1CC/C=C/c2cccc(c2)[C@@H](C)OC(=O)[C@H]2[NH2+]N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1C)C(C)C)Cc1cccc(c1)O)CCC2
838,CO[C@@H]1CC/C=C/c2cccc(c2)[C@@H](C)OC(=O)[C@H]2[NH2+]N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1C)C(C)C)C)CCC2
F1E,CCOC(=O)CNC(=O)N(Cc1nnn(c1)C)Cc1ccc(cc1)N
L36,CCOC(=O)CNC(=O)N(Cc1ccc(cc1)N)CC
F1Q,CCOC(=O)CNC(=O)N(Cc1nn[nH]n1)Cc1ccc(cc1)N
F0Q,Nc1ccc(cc1)CN(C(=O)NCC(=O)N1CCC[C@@H]1c1ccccc1Br)Cc1nnn(n1)C
F0W,CCOC(=O)CNC(=O)N(Cc1nnn(n1)C)Cc1ccc(cc1)N
7BW,N#Cc1cc(OCCN2CC(CC2=O)(C)C)ccc1F
7K4,N#Cc1cc(OCCN2C[C@](CC2=O)(C)c2ccccc2)ccc1F
7BK,N#Cc1cc(OCCN2C[C@@](CC2=O)(C)c2ccccc2)ccc1F
A3P,O[C@@H]1[C@H](OP(O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
D9B,C[NH+](CCn1c(=O)oc2c1cc(cc2)NC(=O)[C@H]1C=CC(=O)N(C1)C)C
B8O,C[N@@H+]1C[C@@H](C[C@@H](C1)c1ccc2c(c1)OCCO2)/[NH+]=c/1\[nH]c2cc[nH]c2c(=O)n1C
Q9T,Brc1cc(Br)c(c(c1)c1onc(c1)C(F)(F)F)O
Q9P,ClC1=Nc2ncnn2C(=O)[C@H]1Cc1ccccc1
6BC,N#Cc1cnn2c1N=C(Cl)[C@@H](C2=O)Cc1ccccc1
RXZ,O=C(c1ccc(o1)c1ccncc1)Nc1cc(ccc1N1CC[NH+](CC1)Cc1ccccn1)C(F)(F)F
SIN,OC(=O)CCC(=O)O
8FK,O=C([C@@H]1CCCO1)Nc1ccc2c(c1)Sc1ccccc1C(=O)N2C
8HZ,Cc1ccc(cc1)Nc1c(nc2n1cccc2C)c1ccc(cc1)O
8GQ,OC[C@@H]1C[C@H]2CN1c1cc(Nc3cc(OC/C=C/CO2)c2c(c3)CCC(=O)N2)n2c(n1)c(C#N)cn2
F8J,C[N@@H+]1CC[N@H+](CC1)Cc1cn(c2c1ccc(c2)NC(=S)NCCc1c[nH]c2c1cccc2)CC(=O)NC(C)C
8RN,O=C(N1CC[C@](CC1)(O)Cn1cnc2c(c1=O)scc2Br)C[C@H](c1ccccc1)C
2BG,[NH3+]Cc1nc2c(s1)cccc2
MIG,OCC[N@@H+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
G39,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
9PB,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccc3c(c2)cccc3)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9P8,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccccn2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9PH,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccccc2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9PK,OC[C@H]1O[C@@H](n2nnc(c2)COCc2cccs2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9PN,OC[C@H]1O[C@@H](n2nnc(c2)CCCN2CC=CC=C2)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9PW,OC[C@H]1O[C@@H](n2nnc(c2)COCc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
9PT,OC[C@H]1O[C@@H](n2nnc(c2)CCCN2C=CCc3c2cccc3)[C@@H]([C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
OOG,OC(=O)CCCC(=O)C(=O)O
0L1,OC(=O)CCCCC(=O)O
9UW,O=C1CN=C(N1)S
AXK,O[C@@H](c1ccc(c(c1)Cl)Cl)c1cccc(c1)c1ccc(cc1)[C@H](P(O)(O)O)O
AY5,O[C@H](c1ccc(c(c1)Cl)Cl)c1cccc(c1)c1ccc(cc1)[C@H](P(O)(O)O)O
3mer,NC(=O)CC[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])C
JSX,Oc1ccc(cc1)c1cccc(c1)C(=O)O
TVZ,NC(=O)c1ccc(cc1)c1cccc(c1)C(=O)O
X6P,OC(=O)c1cccc(c1)c1cccn1C
GTG,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cn(c2c1[nH]c(N)[nH+]c2=O)C
7H7,Cc1nnc2n1nc(N[C@H]([C@H](c1ccccc1)[NH+](C)C)C)c1c2cccc1
7L6,COc1cc2c(N[C@@H]3CC[N@H+](CC3)C)nc(nc2cc1OC)N1CCOCC1
9HG,COc1cc2c(N[C@@H]3CC[N@H+](CC3)C)nc(nc2cc1OC)N(C1CCCC1)C
83S,O=Cc1cc(O)c(cc1C(C)C)C(=O)n1cc2c(c1)cccc2
KU3,Fc1ccc2c(c1)cn(c2)C(=O)c1cc(C(C)C)c2c(c1O)cno2
KB1,OC(=O)[C@H](CC[N@H+](Cc1ccc(cc1)F)C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
TNN,COc1ccc2c(c1O)C(=O)c1c(C2=O)c(O)cc2c1N[C@H]1/C=C\C=C/C=C\[C@H]([C@@]32[C@]1(O3)[C@H](O)C)O
D77,COC(=O)[C@@H]([C@]([C@]12O[C@]32[C@H](O)C#C/C=C\C#C[C@@H]1Nc1c3cc(c2c1C(=O)c1c(C2=O)ccc(c1O)O)O)(O)C)O
92Y,C[NH+](C[C@H]1[C@H]2CC[C@@]([C@H]1O)(C2)c1ccccc1)C
XZN,COc1cc2c(cc1OCCC[N@@H+]1CC[N@@H+](CC1)C)ncc(c2Nc1cc(Cl)c(c(c1)Cl)OC)C#N
34W,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1c2ccc(c1)Nc1ncc(c(n1)NC1CCC1)C(F)(F)F
93J,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/C[NH+](C)C)Nc1ccc(c(c1)Cl)F)C#N
8X7,C=CCn1c(=O)c2c(n1c1cccc(n1)C(O)(C)C)nc(nc2)Nc1ccc(cc1)N1CC[NH+](CC1)C
P48,CNC(=O)c1nn(c2c1C(C)(C)Cc1c2nc(nc1)Nc1ccc(cc1)N1CC[NH+](CC1)C)C
H8H,C[N@@H+]1CC[N@H+](CC1)CCOc1cc(OC2CCOCC2)c2c(c1)ncnc2Nc1c(Cl)ccc2c1OCO2
UDX,O[C@@H]1[C@@H](COP(OP(O[C@H]2OC[C@H]([C@@H]([C@H]2O)O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
PHB,Oc1ccc(cc1)C(=O)O
A4G,OC[C@@H]1CCCN(C1)c1ncnc2c1c(C)c[nH]2
A1Y,N#Cc1c(C)cc(nc1N1CCOCC1)C
21G,OC(=O)[C@H]1[C@@H]2CC[C@H]([C@@H]1Nc1nc(ncc1F)c1c[nH]c3c1cc(F)cn3)CC2
89L,OC(=O)CC/C(=C/COc1ccccc1CN(C(=O)c1ccc(cc1)c1ccco1)C)/C
36J,O[C@@H]1CCC/C=C/c2cc(O)cc(c2C(=O)O[C@H](CCC1)C)O
8C3,CC[NH+](CCCNC(=O)Cn1nc(C)n2c(c1=O)cc1c2ccs1)CC
RI2,O[C@@H]1[C@@H](COP(O)(O)O)O[C@@H]([C@@H]1O)OP(O)(O)O
8UX,OC(=O)[C@@H]([NH2+][C@H](C(=O)O)C)CC[NH2+][C@@H](C(=O)O)Cc1cnc[nH]1
8W9,[NH3+]Cc1ccc2c(c1)n(C)c(=O)n2C
VNL,COc1cc(ccc1O)C(=O)O
3C0,OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3
CWM,Cc1nc2c([nH]1)cccc2O
CWJ,COc1ccc2c(c1)cc([nH]2)C
F0Y,N#CC[C@H](c1cccc(c1)CC1CCN(CC1)C(=O)OC)Nc1[nH]c2c(n1)nc(cc2)C
F6D,N#CC[C@H](c1cccc(c1)Cl)Nc1nc2n(n1)c(NC[C@H](c1ccccc1OC)[NH3+])cc(n2)C
SFG,OC(=O)[C@H](CC[C@@H](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+])[NH3+]
6LA,CO[C@@H]1O[C@@H]2CO[C@](O[C@H]2[C@@H]([C@@H]1NC(=O)C)O)(C)C(=O)O
GCB,O[C@H]1C(=O)O[C@@H]([C@H]([C@@H]1O)O)C(=O)O
BUW,CC[NH+]([C@@H](CN1c2ccccc2Sc2c1cccc2)C)CC
RAF,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O
STW,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H]([C@@H]([C@H]3O)O)O)[C@@H]([C@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O
BQZ,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H]([C@@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O
BYB,OC(=O)[C@H]1[C@@H]2CC[C@H]([C@@H]1Nc1nc(ncc1F)c1[nH]nc3c1cc(F)cn3)CC2
D48,Oc1cc2ccccc2cc1O
EBE,ONC(=O)[C@H](c1ccccc1F)c1ccc(cc1)c1cnc(nc1)C
G4P,O[C@@H]1[C@H](OP(OP(O)(O)O)(O)O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(OP(O)(O)O)(O)O
5ID,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)I
EKK,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)Br
EKH,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)Cl
FTU,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)F
TBN,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1ncnc2N
CXX,C[NH+](CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C
27M,Oc1ccc(c(c1)O)C(=O)c1ccc(cc1O)O
F4Z,Cl[C@H]1C=C(Cl)C(=O)N=C1Cl
F52,OC(=O)COc1cc(Cl)c(cc1Cl)Cl
8PF,OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
CHO,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C
FEW,C[N@@H+]1CC[N@@H+](CC1)Cc1cc(NC(=O)c2ccc(c(c2)C#Cc2cnc3n2ccnc3)C(C)C)cc(c1)C(F)(F)F
LCI,Fc1cnc(nc1c1cnn(c1CC1CC1)C)N[C@@H]1CC[C@H](CC1)[NH3+]
FWB,NC(=[NH2+])Nc1cc(cc(c1)C(F)(F)F)C1CC[NH2+]CC1
FWW,COc1c(ccc(c1O)C(=O)Nc1ccc(c(c1OC)O)C(=O)O)NC(=O)c1ccc(cc1)N1C(=O)C[C@@H](C1=O)NC(=O)c1ccc(cc1)NC(=O)/C(=C/c1ccc(cc1)O)/C
MLT,OC(=O)C[C@H](C(=O)O)O
G9Z,OC[C@H]([C@H]([C@@H]([C@@H](CN1C(=O)CC[C@H]1C(=O)O)O)O)O)O
GKT,O=C(c1ccc(c(c1)I)C)Nc1ccc2c(c1)[nH]c(n2)C[NH+]1CCCCC1
GQ5,O=C(c1ccc2c(c1)cnn2C)Nc1ccc2c(c1)[nH]c(n2)C[N@H+]1CCC[C@@H]1C
M7W,COc1ccc(cn1)CNC(=O)N1CCN(CC1)c1ccc(cc1)C(=O)C
M7T,O=C(N1CCN(CC1)C(=O)c1cccs1)NCc1ccc(cc1)C[NH+]1CCCC1
M7N,CC[NH+](Cc1ccc(cc1)CNC(=O)N1CCN(CC1)c1ncccn1)CC
M8K,N#Cc1ccc(cc1)C(=O)Nc1ccc2c(c1)[nH]c(n2)C[NH+]1CCCCC1
M7Z,Clc1ccc(cc1)C(=O)Nc1ccc2c(c1)[nH]c(n2)C[NH+]1CCCCC1
M82,Ic1ccc(cc1)C(=O)Nc1ccc2c(c1)[nH]c(n2)C[NH+]1CCCCC1
GKW,O=NC(=O)c1ccc2c(c1)n(cc2)Cc1ccc(cc1)OC
GM5,ONC(=O)c1cccc(c1)c1nnn(c1)CSc1ccccc1
GOK,ONC(=O)c1cnc(nc1)N1CCC(CC1)C[NH2+]Cc1cn(c2c1cccc2)C
T61,ONC(=O)c1ccc(c(c1)NC(=O)c1ccccc1)Cl
K4T,O=C(c1cc(nn1C)c1ccccc1)NC1CC1
JW2,O=C(C(=O)NCc1ccccn1)NC1CCCC1
JVQ,CCN1Cc2cc3OCOc3cc2NCCC1=O
JVH,O=C(CN1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C[C@H]2CC1)NCc1ccc2c(c1)[C@@H]1OC[C@H]([C@H](N2)C1)O
JV2,CSc1ccccc1[C@H]1CCCN1C(=O)CNC(=O)NCc1ccc2c(c1)[C@@H]1OC[C@H]([C@H](N2)C1)O
JUZ,CSc1ccccc1[C@H]1CCCN1C(=O)CNC(=O)NCc1ccc2c(c1)[C@H]1OC[C@H]([C@@H](N2)C1)O
CH5,OC[C@H](COP(OCC[N+](C)(C)C)(O)O)O
JEE,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)Cc1ccc(cc1)C[NH+]1CCOCC1
JEK,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)Cc1ccc(cc1)C[NH+]1CCCCC1
JD8,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)C[C@H]1CCCC[N@H+]1C
JE8,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)C[C@H]1CCC[N@H+](C1)C
JQB,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)Cc1ccc[nH]c1=O
JFT,N#Cc1c(N)n[nH]c1c1ccc2c(c1)n(Cc1cccnc1)cc2Cl
JFB,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)Cc1ccncc1
JEB,N#Cc1c(N)[nH]nc1c1ccc2c(c1)n(cc2)Cc1cccnc1
JDQ,Nc1[nH]nc(c1)c1ccc2c(c1)n(cc2)Cc1ccccc1
JEW,N#Cc1ccccc1Cn1ccc2c1cc(cc2)c1[nH]nc(c1)N
JF8,N#Cc1c(N)[nH]nc1c1ccc2c(c1)[nH]cc2
JDE,COc1cc(COC(=O)c2cn[nH]c2)cc(c1)c1cccnc1
JFE,COc1cccc(c1)Cn1ccc2c1cc(cc2)c1[nH]nc(c1)N
FKW,O=C(Cc1c[nH]c2c1cccc2)N/N=C/c1ccc(c(c1)O)N(=O)=O
HZ2,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NCC[N@H+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)[NH3+]
HVH,C[N@@H+]1CCc2c(C1)ccc(c2)Nc1ncc(c(n1)NCCCNC(=O)C1CCC1)[C@@H]1C=C1
1FV,O=C(C1CCC1)NCCCNc1nc(ncc1[C@@H]1C=C1)Nc1cccc(c1)C[NH+]1CCOCC1
OZM,OC(=O)Cc1coc2c1ccc(c2)Cc1ccccc1
OVS,OC(=O)Cc1coc2c1ccc(c2)Oc1ccccc1
OKS,[NH3+]CCCCCCCC(=O)NO
XS6,ONC(=O)CCCCC[NH2+]CCC[NH3+]
OKM,CC/[NH+]=c\1/[nH]c(NC(C)C)[nH+]c(=O)[nH]1
GUN,Nc1[nH]c2nc[nH]c2c(=O)[nH+]1
O6D,COC([C@@H](C(=O)O)Oc1nc(C)cc(n1)c1ccc(c(c1)N)C)(c1ccccc1)c1ccccc1
O4D,Cc1cc(C)c2c(n1)n(CC(=O)NCCC[NH+]1CCOCC1)nc2n1cccc1
O4A,O=C(Cn1ncc2c1c1cc(C)ccc1OC2)Nc1ccc2c(c1)OCCO2
O4G,O=C(c1ccc2c(c1)OCCO2)Nc1cccc(c1)NC(=O)c1ccco1
O4P,COc1ccccc1OCC(=O)N([C@H](c1c[nH]c2c1cccc2)c1cccs1)C
O4S,CCc1ccc(cc1)CNC(=O)CN1C(=O)[C@H]2CCCCN2c2c1cc(cc2)C(=O)N1CCCC1
O4V,CCOc1ccccc1n1nnc(c1N)S(=O)(=O)c1ccc(cc1)C
O3Y,Clc1ccccc1c1c2C(=O)CC(Cc2nc2c1c(=O)n([nH]2)c1ccccc1)(C)C
O3V,O=C1CC(C)(C)Cc2c1c(c1cccs1)c1c(n2)[nH]n(c1=O)c1ccccc1
A7M,OCc1nc2c(n1Cc1cc(C)ccc1C)cccc2
KAN,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H]([C@H]([C@@H]1O)O)O
9CS,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H]([C@H]([C@@H]1O)O)[NH3+]
TOY,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H](C[C@@H]1O)[NH3+]
LLL,[NH3+]C[C@@H]1CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([NH3+])C[C@H]([C@@H]([C@H]1O)O[C@H]1OC[C@]([C@@H]([C@H]1O)[NH2+]C)(C)O)[NH3+])[NH3+]
SIS,[NH3+]CC1=CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([NH3+])C[C@H]([C@@H]([C@H]1O)O[C@H]1OC[C@]([C@@H]([C@H]1O)[NH2+]C)(C)O)[NH3+])[NH3+]
