PDBCode,resolution,release_year,pkd,lig_name
5alp,2.06,2015,7.07,QYD
5alr,2.6,2015,7.07,8TM
5f5z,1.76,2017,7.07,5VY
5gs4,2.4,2017,7.07,10-mer
5hva,2.1,2016,7.07,DUP
5hz5,1.4,2017,7.07,65X
5mpn,1.23,2018,7.07,YE5
5zyi,1.9,2019,7.07,9ML
6f8j,1.95,2019,7.07,CZ5
6r8r,1.27,2019,7.07,JV8
1ga9,2.1,2001,7.08,ETP
1xpz,2.02,2005,7.08,4TZ
2hnx,1.5,2006,7.08,PLM
2ogz,2.1,2007,7.08,U1N
2w06,2.04,2008,7.08,FRV
3k3a,2.59,2010,7.08,G39
3rkz,1.57,2011,7.08,06T
3rlp,1.7,2011,7.08,3RP
3ty0,2.0,2011,7.08,082
4daw,2.0,2012,7.08,0H2
4emf,1.77,2012,7.08,M7G
4gdy,2.89,2012,7.08,0X1
4u6y,1.47,2014,7.08,15-mer
4v25,2.6,2014,7.08,SZ6
4wag,3.41,2015,7.08,3K7
4yw6,1.4,2015,7.08,G0P
5dd0,2.49,2016,7.08,13-mer
5l2s,2.27,2016,7.08,6ZV
5t1s,2.3,2017,7.08,76Q
5xpo,2.28,2018,7.08,8BL
6hwv,1.7,2019,7.08,GEW
6moa,1.27,2019,7.08,JW4
6msa,2.06,2019,7.08,JY4
1lpg,2.0,2003,7.09,IMA
1yq7,2.2,2005,7.09,RIS
2bz6,1.6,2006,7.09,346
2of4,2.7,2007,7.09,979
2wd1,2.0,2009,7.09,ZZY
3er3,2.0,1991,7.09,0EL
3f7h,1.8,2009,7.09,419
3fqk,2.2,2009,7.09,79Z
3gol,2.85,2009,7.09,XND
3wf5,2.1,2014,7.09,FZ8
4awp,1.82,2012,7.09,99A
4c1u,2.0,2013,7.09,3-mer
4ghi,1.5,2013,7.09,0X3
4jkt,2.77,2013,7.09,04A
5ddb,1.54,2015,7.09,59Q
5gsa,2.49,2017,7.09,73K
5k0h,2.2,2016,7.09,6PK
5lgr,2.0,2017,7.09,12-mer
5lqq,2.4,2016,7.09,72P
5nme,2.94,2017,7.09,9-mer
5npb,1.9,2017,7.09,93Z
5y8y,1.87,2018,7.09,8PX
5zg0,1.58,2019,7.09,9C3
6hrq,1.85,2018,7.09,GM5
1b32,1.75,1998,7.1,3-mer
1bmm,2.6,1996,7.1,BM2
1iau,2.0,2001,7.1,5-mer
1j81,2.2,2001,7.1,15-mer
1lhg,2.25,1996,7.1,DI5
1o6r,2.7,2003,7.1,R19
1t4e,2.6,2005,7.1,DIZ
1vrt,2.2,1996,7.1,NVP
2b1z,1.78,2006,7.1,17M
2e95,2.2,2007,7.1,B75
2ewp,2.3,2006,7.1,TXF
2f7i,1.6,2005,7.1,26C
2fou,0.99,2006,7.1,B22
2fq6,1.78,2006,7.1,P3F
2iku,2.6,2006,7.1,LIY
2il2,2.24,2006,7.1,LIX
2pe0,2.35,2007,7.1,39Z
2uvm,1.94,2007,7.1,GVF
2v57,1.9,2009,7.1,PRL
2vle,2.4,2008,7.1,DZN
2wjg,2.2,2009,7.1,GDP
2x6w,1.35,2011,7.1,4-mer
2xx4,2.2,2011,7.1,13I
2y34,2.01,2010,7.1,UN9
2y6d,1.6,2011,7.1,TQJ
2yig,1.7,2011,7.1,5EL
3ebi,2.0,2009,7.1,BEY
3hky,1.9,2010,7.1,IX6
3ouh,2.51,2010,7.1,014
3p55,2.0,2011,7.1,670
3s7l,2.16,2011,7.1,591
3tfv,3.0,2012,7.1,2CN
3udd,1.95,2012,7.1,34M
3uo9,2.3,2011,7.1,04A
3w55,3.0,2013,7.1,1FM
3zdg,2.48,2013,7.1,XRX
3zo2,1.98,2013,7.1,15I
4aof,3.3,2012,7.1,7L0
4azg,2.4,2013,7.1,OAN
4b1c,1.95,2012,7.1,1B1
4bbh,1.63,2012,7.1,YBN
4bny,1.8,2013,7.1,36I
4bo5,2.6,2013,7.1,WI4
4crd,2.1,2015,7.1,OTJ
4f7n,2.65,2013,7.1,0SV
4hy9,1.55,2013,7.1,12-mer
4piq,2.07,2014,7.1,3FS
4qjr,2.4,2014,7.1,PIZ
4rad,2.0,2015,7.1,3L5
4ryc,2.45,2015,7.1,3ZK
4tyo,1.75,2014,7.1,39X
4uj2,2.02,2016,7.1,NVV
4w97,1.6,2014,7.1,UCA
4ymx,1.48,2015,7.1,ARG
4zx8,2.7,2016,7.1,4TY
5da3,1.7,2016,7.1,58V
5dw1,1.55,2016,7.1,5GD
5eec,1.87,2016,7.1,ZXM
5f3i,2.24,2016,7.1,5UJ
5l9l,1.8,2016,7.1,GOP
5law,1.64,2016,7.1,6SJ
5n2f,1.7,2017,7.1,8HW
5t27,2.6,2017,7.1,74F
5v86,1.37,2017,7.1,8ZA
5vd2,2.05,2017,7.1,34W
5y3n,2.4,2017,7.1,8MF
5ypo,2.29,2018,7.1,15-mer
6b5j,2.97,2018,7.1,CV4
6bfx,1.99,2017,7.1,DKJ
6bo6,2.8,2018,7.1,E0V
6gxq,1.96,2019,7.1,FFZ
6hm7,1.64,2018,7.1,GDH
6p83,1.7,2019,7.1,O3Y
6qfe,1.67,2019,7.1,J08
6qfq,1.6,2019,7.1,J3E
6skc,2.18,2019,7.1,LH8
6uil,2.85,2019,7.1,FKS
2gmx,3.5,2006,7.11,877
3e64,1.8,2008,7.11,5B3
3u15,1.8,2012,7.11,03M
3v2w,3.35,2012,7.11,ML5
4acx,2.0,2012,7.11,S8Z
4dpi,1.9,2012,7.11,0N1
4h1m,1.99,2012,7.11,0YJ
4ia0,2.17,2014,7.11,5BB
4j0z,2.13,2013,7.11,1H5
4o10,1.55,2014,7.11,2QF
4obo,2.1,2014,7.11,2QV
4xe1,1.8,2015,7.11,IL5
4zx4,1.9,2016,7.11,4TL
5djv,2.3,2015,7.11,5BL
5k4j,1.6,2016,7.11,6QB
5mi7,2.1,2017,7.11,OAN
5mqy,1.13,2017,7.11,GH4
5t1w,2.96,2017,7.11,74B
5ula,1.5,2017,7.11,5MJ
5vc3,1.97,2017,7.11,DB8
5vm6,1.5,2018,7.11,9EG
5vrl,2.65,2018,7.11,9JA
5wgd,1.8,2018,7.11,13-mer
5x4q,2.0,2017,7.11,7Z6
6axl,2.4,2017,7.11,14-mer
6dpt,1.79,2018,7.11,H7M
6h4y,2.38,2019,7.11,FO8
6hgx,2.16,2019,7.11,G3T
6ht1,2.1,2018,7.11,GQ5
6ic7,2.0,2019,7.11,H9H
1b05,2.0,1998,7.12,3-mer
1b52,2.3,1999,7.12,3-mer
1gwq,2.45,2002,7.12,9-mer
1nz7,2.4,2003,7.12,901
1xd0,2.0,2004,7.12,ARE
1z95,1.8,2005,7.12,198
2pov,1.6,2007,7.12,I7B
2wey,2.8,2009,7.12,EV1
2x2r,2.2,2011,7.12,X2O
3bcn,2.85,2007,7.12,E64
3d2t,1.85,2008,7.12,1FL
3dbs,2.8,2008,7.12,GD9
3dx4,1.38,2009,7.12,GOO
3fe7,1.35,2009,7.12,10-mer
3hww,1.95,2009,7.12,AKG
3kej,2.3,2010,7.12,3EJ
3nzs,2.75,2010,7.12,NZS
3p5k,2.09,2011,7.12,P5K
3w32,1.8,2013,7.12,W32
4bzs,2.1,2014,7.12,K26
4caf,1.7,2014,7.12,370
4daf,2.5,2012,7.12,0J4
4e0x,2.0,2012,7.12,KAI
4erq,1.91,2012,7.12,14-mer
4k9h,2.29,2013,7.12,1QU
4mgv,1.72,2013,7.12,D5I
4mwx,1.8,2013,7.12,ZMR
4ng9,2.2,2014,7.12,2KE
4r5n,1.8,2014,7.12,3J9
4rj6,2.7,2014,7.12,3R0
4xjs,2.8,2015,7.12,733
4yps,2.1,2015,7.12,4F6
5agt,1.45,2016,7.12,A2H
5bs0,2.4,2016,7.12,9-mer
5k0j,1.94,2016,7.12,6P2
5nin,1.7,2017,7.12,16-mer
5umz,1.9,2017,7.12,13-mer
5upj,2.3,1997,7.12,UIN
5v7w,2.65,2017,7.12,91J
5wir,2.1,2017,7.12,15-mer
5xii,2.17,2018,7.12,86X
6cgp,2.5,2018,7.12,F1Y
6cz4,1.5,2018,7.12,FKY
6hth,1.95,2018,7.12,GQN
6o48,1.46,2019,7.12,0Q4
1o39,1.59,2003,7.13,780
1o3b,1.75,2003,7.13,780
1o3c,1.64,2003,7.13,780
1o3d,1.33,2003,7.13,780
2j7d,2.24,2006,7.13,GI1
3f81,1.9,2009,7.13,STT
3gcv,2.3,2009,7.13,SS6
3rtn,2.7,2011,7.13,RTN
3v5g,1.5,2012,7.13,0F3
3zc5,2.2,2013,7.13,W9Z
4arw,2.2,2012,7.13,HNR
4b6p,2.3,2012,7.13,2HN
4d1y,2.6,2014,7.13,RBF
4jsc,2.5,2013,7.13,1OY
4kx8,2.4,2013,7.13,4-mer
4pte,2.03,2015,7.13,2WF
4r5w,2.84,2015,7.13,XAV
4wk7,1.24,2014,7.13,3PQ
4zbf,2.2,2015,7.13,4M7
5hpm,2.67,2016,7.13,11-mer
5lom,1.5,2016,7.13,SNW
5o8t,2.2,2018,7.13,SY9
5obg,2.0,2018,7.13,SY9
6qed,1.8,2019,7.13,HZK
6qxs,2.88,2019,7.13,UFP
1rxp,1.7,2004,7.14,169
1xuc,1.7,2005,7.14,PB3
2hwp,2.48,2007,7.14,DJK
2pv1,1.3,2007,7.14,7-mer
2viw,2.05,2008,7.14,D56
2vot,1.95,2008,7.14,NHV
2wou,2.3,2009,7.14,ZZF
3ddp,2.7,2008,7.14,RC8
3f3v,2.6,2009,7.14,1BU
3ffp,1.81,2009,7.14,LC1
3n7o,1.8,2010,7.14,N7O
4afe,2.6,2012,7.14,GGY
4c1e,1.4,2014,7.14,MCO
4fgx,1.59,2013,7.14,7-mer
4hct,1.48,2012,7.14,18R
4ks4,2.5,2013,7.14,1SN
4prj,2.8,2014,7.14,2VU
4wov,1.8,2015,7.14,3SM
4xaq,2.21,2015,7.14,40F
5d10,2.7,2015,7.14,563
5ehr,1.7,2016,7.14,5OD
5i2z,2.3,2016,7.14,V24
5my8,1.7,2017,7.14,RXZ
5q1f,2.3,2017,7.14,9NJ
5u7o,3.03,2017,7.14,83J
5uir,2.64,2017,7.14,8BY
5ur5,1.93,2017,7.14,8KP
6epz,1.8,2018,7.14,MLB
6fng,1.04,2018,7.14,DWT
6g2n,1.4,2018,7.14,O84
6h3q,1.31,2019,7.14,FMH
6huq,3.0,2019,7.14,GT5
6uf0,1.96,2019,7.14,Q5V
1dm2,2.1,2000,7.15,HMD
1elb,2.1,1994,7.15,0Z4
1fch,2.2,2000,7.15,5-mer
1nzl,1.9,2003,7.15,8-mer
1pxn,2.5,2004,7.15,CK6
1xr9,1.79,2005,7.15,9-mer
1z4u,2.8,2005,7.15,PH9
1zog,2.3,2005,7.15,K37
2bba,1.65,2006,7.15,15-mer
2bxu,2.8,2006,7.15,C1D
2fci,,2006,7.15,14-mer
2fqx,1.7,2006,7.15,GMP
2hmh,2.0,2006,7.15,11-mer
2hzi,1.7,2007,7.15,JIN
2ovq,2.6,2007,7.15,12-mer
2p8h,1.8,2007,7.15,MY9
2qnn,1.48,2008,7.15,QN1
2r3n,1.63,2008,7.15,SCZ
2wfj,0.75,2009,7.15,11-mer
3arp,1.55,2011,7.15,DEQ
3c49,2.8,2008,7.15,KU8
3ff6,3.19,2009,7.15,RCP
3fql,1.8,2009,7.15,79Z
3h9o,2.3,2009,7.15,9BD
3hp5,2.3,2009,7.15,52P
3n9r,1.8,2010,7.15,TD3
3o86,1.6,2010,7.15,BSF
3oki,2.0,2010,7.15,OKI
3qtu,1.82,2012,7.15,X44
3qtx,1.95,2012,7.15,X43
3rpv,1.8,2012,7.15,26Z
3rt6,2.84,2011,7.15,FWD
3tv8,2.64,2012,7.15,DGJ
3uli,2.0,2013,7.15,1N3
3ur0,2.45,2012,7.15,SVR
4a9t,2.7,2012,7.15,A9T
4btw,2.8,2013,7.15,JW7
4c1t,2.39,2013,7.15,4-mer
4eej,1.5,2012,7.15,RET
4fr3,1.9,2013,7.15,6-mer
4gs6,2.2,2013,7.15,1FM
4jfz,1.75,2013,7.15,12-mer
4ko8,1.98,2013,7.15,AGS
4l10,1.7,2013,7.15,A63
4lwe,1.5,2014,7.15,FJ2
4no8,2.7,2014,7.15,2LV
4pct,2.1,2014,7.15,H76
4prg,2.9,1999,7.15,072
4qp9,2.0,2015,7.15,35X
4ran,2.55,2015,7.15,3L6
4xt2,1.7,2015,7.15,43L
4y6m,2.27,2015,7.15,48Q
5al5,2.05,2015,7.15,JL9
5ct7,3.17,2015,7.15,55J
5enm,1.98,2016,7.15,5QU
5fi2,2.5,2016,7.15,5XX
5hvs,1.75,2016,7.15,65V
5ijp,2.75,2016,7.15,I6P
5kzp,2.26,2017,7.15,15-mer
5mts,2.6,2017,7.15,XKA
5nqr,2.2,2018,7.15,958
5w4v,2.65,2017,7.15,9WA
5xih,2.2,2018,7.15,86U
6afr,2.0,2018,7.15,9E3
6f3e,2.67,2018,7.15,CJQ
6fcj,2.49,2019,7.15,D4W
6fgy,1.54,2018,7.15,D9W
6jn6,1.6,2019,7.15,BY0
6mku,1.73,2019,7.15,ARG
6nfh,1.4,2019,7.15,KLM
6pys,2.19,2019,7.15,P5J
6qr7,2.03,2019,7.15,JEK
6qsz,2.5,2019,7.15,16-mer
6qyp,2.2,2019,7.15,JL5
6rr0,2.18,2019,7.15,12-mer
6sfk,1.8,2019,7.15,LB8
1epp,1.9,1994,7.16,1Z1
1f0u,1.9,2000,7.16,RPR
1oi9,2.1,2004,7.16,N20
1xuo,1.8,2005,7.16,LA1
2wuu,1.42,2009,7.16,NHW
2xe4,1.65,2010,7.16,4-mer
2ycr,2.2,2011,7.16,HCW
3ewh,1.6,2009,7.16,K11
3f3d,2.3,2008,7.16,MET
4ajn,2.1,2012,7.16,88V
4bg6,2.3,2013,7.16,10-mer
4fc0,2.95,2014,7.16,0T2
4hvi,2.4,2013,7.16,19S
4iva,1.5,2013,7.16,1J5
4o9w,1.69,2014,7.16,6-mer
4qgf,1.83,2014,7.16,32B
4y6p,1.9,2015,7.16,R77
5t1u,1.78,2017,7.16,P6U
5ukj,2.8,2017,7.16,3K6
6awp,3.8,2017,7.16,FVX
6ay5,1.44,2018,7.16,C3V
6c5j,2.29,2019,7.16,PSBP
6c5k,1.75,2019,7.16,PSBP
6do5,2.5,2018,7.16,6-mer
6f3g,2.37,2018,7.16,CJN
6u5y,1.53,2019,7.16,Q0M
1g36,1.9,2001,7.17,R11
1o2h,1.77,2003,7.17,CR3
1p02,2.0,1990,7.17,5-mer
1rs4,2.7,2004,7.17,45P
2a8h,2.3,2006,7.17,4NH
2bdf,2.1,2006,7.17,24A
2doo,2.43,2006,7.17,C4H
2evo,1.7,2006,7.17,CT0
2i6b,2.3,2007,7.17,89I
2jk7,2.82,2008,7.17,BI6
2o22,,2007,7.17,LIU
2p2h,1.95,2007,7.17,994
3el4,2.0,2009,7.17,ROC
3rl3,1.42,2011,7.17,5GP
3s2p,2.3,2011,7.17,PMU
3tsk,2.0,2012,7.17,QEG
3zpq,2.8,2013,7.17,XF5
4e1n,2.0,2012,7.17,TQX
4i06,1.8,2013,7.17,X8A
4i9h,2.17,2013,7.17,1E4
4l0b,1.8,2013,7.17,1UT
4nks,2.5,2013,7.17,2M2
4o0x,2.48,2014,7.17,2OQ
4zur,1.13,2015,7.17,7XA
4zyw,2.05,2016,7.17,G94
4zyz,1.6,2016,7.17,3YD
5aep,1.95,2015,7.17,QUP
5bv3,2.25,2015,7.17,M7G
5gtr,2.8,2017,7.17,10-mer
5h9p,2.04,2016,7.17,TD2
5jmp,1.7,2016,7.17,LC7
5q18,1.9,2017,7.17,9MY
5tks,1.55,2017,7.17,7DL
5u28,1.8,2017,7.17,82V
5v0n,2.16,2017,7.17,8W4
5yjo,2.14,2018,7.17,8W0
6dcz,2.89,2018,7.17,G5Y
6eg9,2.41,2019,7.17,0LI
6g2l,1.48,2018,7.17,EJ8
6h52,2.14,2019,7.17,FQN
6hhh,2.7,2019,7.17,G4Q
6hlx,1.65,2018,7.17,G9Z
6htg,1.94,2018,7.17,T61
6ijh,2.6,2019,7.17,AEO
6mdb,2.34,2019,7.17,JE1
6npt,2.19,2019,7.17,KWY
6p9e,2.0,2019,7.17,O6D
6pvx,1.55,2019,7.17,U5F
2a4g,2.5,2006,7.18,UNH
2a4q,2.45,2006,7.18,FNH
2q63,2.2,2008,7.18,1UN
2r4b,2.4,2008,7.18,GW7
2xj2,2.2,2011,7.18,985
3bl9,1.8,2008,7.18,DD2
3i7b,1.99,2010,7.18,BK1
3igg,1.8,2009,7.18,EFQ
3jsw,2.3,2009,7.18,JAR
3w2q,2.2,2013,7.18,HKI
4ca4,2.84,2014,7.18,KGM
4l0t,2.1,2013,7.18,1V0
4mzh,2.2,2014,7.18,9-mer
4q9m,2.06,2014,7.18,2ZW
4rj5,3.1,2014,7.18,3QY
5t35,2.7,2017,7.18,759
5u7i,2.0,2017,7.18,7XS
5v7i,2.47,2017,7.18,8Z1
5wex,1.26,2017,7.18,8JS
5wg5,3.1,2017,7.18,ZSO
5zdp,2.71,2019,7.18,9AU
6e5l,1.17,2019,7.18,HVD
6e7s,2.72,2019,7.18,HZ4
7lpr,2.05,1993,7.18,5-mer
1fcx,1.47,2000,7.19,184
1gi4,1.37,2002,7.19,122
1hsl,1.89,1994,7.19,HIS
1idg,,2001,7.19,19-mer
1los,1.9,2002,7.19,UP6
1lxh,,2002,7.19,19-mer
1me3,1.2,2002,7.19,P10
1me7,2.15,2003,7.19,RVP
1me8,1.9,2003,7.19,RVP
1nu1,3.2,2003,7.19,QNO
1nxy,1.6,2003,7.19,SM2
1oiy,2.4,2004,7.19,N41
1q7a,1.6,2004,7.19,OPB
1w83,2.5,2005,7.19,L11
1z9y,1.66,2006,7.19,FUN
2azb,2.03,2006,7.19,3TL
2cmb,1.7,2006,7.19,F17
2j4z,2.0,2006,7.19,626
2j7h,1.95,2006,7.19,AZF
2rip,2.9,2008,7.19,34Q
2vew,2.0,2007,7.19,IZ3
3arf,2.9,2011,7.19,DB3
3avz,2.46,2011,7.19,6-mer
3f19,1.13,2008,7.19,HS6
3f7b,2.05,2009,7.19,AG5
3f7z,2.4,2009,7.19,34O
3gdt,1.6,2009,7.19,UP6
3ips,2.26,2010,7.19,O90
3nsn,2.1,2010,7.19,TMX-CTO
3o0j,1.95,2011,7.19,3OJ
3qsd,1.3,2011,7.19,074
3zqi,1.5,2011,7.19,16-mer
4app,2.2,2012,7.19,N53
4ega,2.7,2012,7.19,0P8
4ehg,3.5,2013,7.19,RI9
4jk6,2.2,2013,7.19,18-mer
4obq,2.19,2014,7.19,2QT
4p90,2.49,2014,7.19,2K0
4py1,2.16,2014,7.19,2YK
4qy8,1.35,2015,7.19,19-mer
4rwk,2.98,2015,7.19,66T
4zx3,2.0,2016,7.19,4TK
5am7,1.96,2015,7.19,38O
5c8m,2.9,2015,7.19,4YW
5dde,1.78,2015,7.19,5A0
5e88,1.6,2016,7.19,5KT
5ha1,1.35,2016,7.19,RNE
5hoa,2.14,2016,7.19,63K
5jf1,2.0,2016,7.19,BB2
5jf4,2.4,2016,7.19,6JT
5kjm,2.19,2016,7.19,6TM
5nge,2.35,2017,7.19,8WK
5t9z,1.4,2017,7.19,78R
5u94,2.2,2017,7.19,G93
5w5u,2.46,2017,7.19,12-mer
5wh5,1.8,2018,7.19,R91
6c7x,1.5,2018,7.19,EO7
6ndl,2.0,2019,7.19,BQX
6oi9,2.06,2019,7.19,MQM
1s50,1.65,2005,7.2,GLU
1xqc,2.05,2005,7.2,AEJ
2g8n,2.15,2006,7.2,F83
2nsx,2.11,2006,7.2,IFM
2pow,1.75,2007,7.2,I7C
2pqb,1.8,2008,7.2,GG9
2xii,1.8,2010,7.2,TA9
3c79,2.48,2008,7.2,IM4
3eov,2.6,2008,7.2,11-mer
3hdn,3.1,2009,7.2,GMG
3ig7,1.8,2009,7.2,EFP
3k2f,1.98,2009,7.2,NKX
3lzb,2.7,2011,7.2,ITI
3mz6,2.0,2010,7.2,B3N
3qcx,2.3,2011,7.2,3Q2
4ark,2.6,2013,7.2,M3K
4f64,2.05,2012,7.2,0S8
4g8n,2.3,2012,7.2,G8M
4igr,2.65,2013,7.2,3ZA
4msk,2.3,2013,7.2,2C8
4umn,1.99,2014,7.2,13-mer
5i43,1.95,2016,7.2,67M
5jf5,1.8,2016,7.2,7JT
6c3e,2.6,2018,7.2,EJY
6cn8,1.4,2019,7.2,7-mer
6ffg,1.59,2019,7.2,D7B
6ffs,1.86,2018,7.2,D8E
1gsz,2.8,2003,7.21,R71
1wun,2.4,2005,7.21,P5B
2pl0,2.8,2007,7.21,STI
2q9m,2.05,2007,7.21,LK7
2wo9,1.7,2009,7.21,068
2x9f,1.75,2010,7.21,X9F
2yek,1.98,2011,7.21,EAM
3br9,2.3,2008,7.21,DEY
3chr,2.2,2008,7.21,4BS
3f1a,1.25,2008,7.21,HS7
3gyn,2.15,2009,7.21,B42
3if7,1.6,2010,7.21,SPU
3kga,2.55,2010,7.21,LX9
3odl,2.31,2011,7.21,11-mer
3s77,1.86,2011,7.21,EVI
3v7t,2.09,2012,7.21,0GX
4a9s,2.66,2012,7.21,RU9
4av5,1.4,2012,7.21,FYZ
4b73,2.5,2012,7.21,4VA
4hw7,2.9,2013,7.21,64M
4jmx,2.55,2013,7.21,IM2
4mbj,3.6,2013,7.21,DFS
4wz8,2.23,2014,7.21,3W7
4za0,2.31,2016,7.21,PAH
5bwc,2.45,2015,7.21,HBP
5g11,2.48,2016,7.21,7H1
5hzn,2.2,2016,7.21,66A
5i80,1.45,2016,7.21,67B
5jf6,1.7,2016,7.21,BB4
5kly,1.3,2017,7.21,6UR
5ljj,3.0,2016,7.21,AD5
5q0s,2.5,2017,7.21,9LJ
5zg3,1.65,2019,7.21,9C6
5zyj,1.9,2019,7.21,9ML
1fvt,2.2,2001,7.22,106
1gvx,1.0,2002,7.22,6-mer
1lan,1.9,1995,7.22,LEU
1ll4,2.8,2002,7.22,3-mer
1pxm,2.53,2004,7.22,CK5
1py2,2.8,2004,7.22,FRH
1sw2,2.1,2004,7.22,BET
1uk1,3.0,2004,7.22,FRQ
2ci9,1.5,2006,7.22,12-mer
2epn,1.61,2008,7.22,NGT
2er6,2.0,1991,7.22,7-mer
2fo4,2.7,2006,7.22,8-mer
2fv9,2.02,2006,7.22,002
2h6t,1.9,2007,7.22,6-mer
2hnc,1.55,2006,7.22,1SA
2q3z,2.0,2007,7.22,7-mer
2r7b,2.7,2008,7.22,253
2rkn,1.6,2008,7.22,LP3
2xng,2.6,2010,7.22,A0H
3csl,2.7,2009,7.22,HEM
3cy2,2.01,2008,7.22,MB9
3cyu,1.7,2008,7.22,0CR
3cyz,1.8,2009,7.22,9OD
3dzt,1.8,2009,7.22,EAH
3hu2,2.85,2010,7.22,AGS
3in3,2.0,2010,7.22,472
3k99,2.1,2010,7.22,PFT
3m35,2.2,2010,7.22,M35
3m96,1.4,2011,7.22,E38
3ma3,2.3,2010,7.22,01I
3pcj,2.13,1998,7.22,INO
3q8d,2.3,2011,7.22,10-mer
3qem,3.0,2011,7.22,QEM
3uz5,1.9,2012,7.22,0CU
3zov,2.1,2013,7.22,WZV
4a9u,2.48,2012,7.22,A9U
4ask,1.86,2012,7.22,K0I
4avg,2.2,2012,7.22,SL6
4cfe,3.02,2013,7.22,992
4cra,1.8,2015,7.22,XJ8
4gfm,2.3,2013,7.22,0X2
4hxq,1.45,2013,7.22,X8A
4lte,2.71,2014,7.22,5-mer
4lyn,2.0,2013,7.22,1YG
4nb6,2.85,2013,7.22,444
4nxo,2.73,2015,7.22,2H7
4o0y,2.2,2014,7.22,2OO
4pis,2.1,2014,7.22,3FU
4qr5,1.41,2015,7.22,BNM
4tmr,2.7,2015,7.22,99S
4zy2,2.1,2016,7.22,4TL
5a6a,2.69,2015,7.22,NGT
5aen,1.86,2015,7.22,DP8
5aph,1.54,2015,7.22,VYI
5cw8,2.6,2016,7.22,55X
5iw0,1.63,2016,7.22,6EP
5t4v,1.65,2017,7.22,N48
5tfx,1.5,2017,7.22,7B1
5v3o,3.2,2017,7.22,8W7
5wb3,2.2,2018,7.22,GYA
5we9,1.8,2017,7.22,GY7
6akw,2.2,2019,7.22,8S3
6b30,2.69,2018,7.22,CFG
6bh1,1.93,2018,7.22,DQG
6bu1,1.58,2018,7.22,E9S
6cje,3.36,2018,7.22,F4A
6dvo,1.98,2018,7.22,HBV
6k3l,2.09,2019,7.22,3NG
6qef,1.79,2019,7.22,HZW
1h37,2.8,2003,7.23,R02
1y91,2.15,2005,7.23,CT9
2cnh,1.8,2006,7.23,IZB
3f8e,2.0,2009,7.23,TE1
3n4l,2.7,2010,7.23,842
4a4x,2.4,2012,7.23,JUP
4avh,2.1,2012,7.23,FK9
4djx,1.5,2012,7.23,0KQ
4dt6,2.6,2012,7.23,6LI
4lxd,1.9,2013,7.23,1XV
4pyy,1.75,2015,7.23,V14
5e2m,1.41,2016,7.23,V14
5if6,2.5,2017,7.23,3QZ
5j9f,2.1,2016,7.23,83A
5kre,2.0,2016,7.23,6WG
5tq5,2.3,2017,7.23,7GX
5uwf,1.87,2017,7.23,8Q7
5ywy,3.2,2018,7.23,7UR
6g1v,1.82,2018,7.23,E1N
6h13,2.8,2019,7.23,FJN
6iyw,1.6,2019,7.23,IM2
6s9w,2.3,2019,7.23,L1Z
1db4,2.2,1999,7.24,8IN
1etz,2.6,2000,7.24,GAS
1g2l,1.9,2001,7.24,T87
1oyt,1.67,2003,7.24,FSN
1y4z,2.0,2005,7.24,PCI
2gnl,2.6,2006,7.24,H52
2obo,2.6,2007,7.24,HUD
2p33,2.4,2007,7.24,J07
2psv,1.75,2007,7.24,MUV
2wi7,2.5,2009,7.24,2KL
3biz,2.2,2007,7.24,61E
3cbs,2.0,1999,7.24,R12
3dpe,1.6,2009,7.24,AXB
3dpf,2.1,2009,7.24,AXB
3f2a,1.9,2009,7.24,985
3ikg,1.86,2009,7.24,J8Z
3kec,2.05,2010,7.24,3KE
3mww,2.8,2010,7.24,BIW
3n3g,1.6,2010,7.24,93N
3o84,2.1,2010,7.24,HTJ
3o96,2.7,2010,7.24,IQO
3p3t,1.45,2011,7.24,3M3
3qrk,2.3,2011,7.24,9DP
3uqr,3.06,2012,7.24,7-mer
3w69,1.9,2013,7.24,LTZ
3wzk,2.3,2015,7.24,O23
4azb,2.1,2013,7.24,OAN
4dwg,2.01,2013,7.24,0M8
4fm7,1.56,2012,7.24,0UP
4ha5,1.83,2012,7.24,13W
4i32,2.3,2013,7.24,17-mer
4iq6,3.12,2013,7.24,IQ6
4kn4,3.96,2013,7.24,1RL
4mvx,2.55,2014,7.24,C13
4o0z,2.05,2014,7.24,2RM
4od9,1.9,2014,7.24,2RZ
4r75,1.28,2015,7.24,S7P
4uil,2.85,2015,7.24,QI9
4w5j,1.65,2014,7.24,AP5
4y87,3.1,2015,7.24,49E
4ybs,1.83,2015,7.24,4BK
4yxu,1.08,2016,7.24,4JE
5ad1,1.32,2016,7.24,8LC
5dh4,2.2,2016,7.24,5AV
5dyy,2.65,2017,7.24,5HH
5j7f,2.0,2017,7.24,6GG
5j7g,1.85,2017,7.24,6GG
5j9y,2.8,2016,7.24,6HL
5nxw,1.1,2018,7.24,RA9
5q0w,1.9,2017,7.24,9LV
5t1t,2.34,2017,7.24,76P
5tv1,2.4,2017,7.24,IHP
5vsd,1.85,2017,7.24,9HJ
5xmx,2.0,2018,7.24,89L
6cki,2.95,2018,7.24,FZJ
6df2,2.6,2018,7.24,3-mer
6g3q,1.01,2018,7.24,FO9
6hmy,1.6,2019,7.24,6-mer
6jb0,1.63,2019,7.24,TRE
6qc0,3.5,2019,7.24,14-mer
1ezf,2.15,2000,7.25,IN0
